x,y,z,cluster
0.965,0.227,0.503,3
0.706,0.988,0.57,2
0.934,0.03,0.61,4
0.699,1.034,0.486,2
0.395,0.087,0.347,0
0.983,0.005,0.63,4
0.965,0.065,0.623,4
0.432,0.067,0.323,0
0.088,0.787,0.407,2
0.996,0.006,0.655,4
0.871,0.207,0.466,1
0.448,0.043,0.274,0
0.54,0.701,0.872,2
0.493,0.064,0.258,0
0.385,0.026,0.35,0
0.498,0.688,0.816,2
0.493,0.679,0.785,2
0.36,0.079,0.289,0
0.442,0.09,0.342,0
0.912,0.23,0.41,1
0.034,0.767,0.436,2
0.414,0.047,0.198,0
0.382,0.093,0.29,0
0.349,0.047,0.37,0
0.949,0.022,0.667,4
0.751,0.993,0.59,2
0.699,0.963,0.557,2
0.701,1.047,0.605,2
0.887,0.247,0.444,1
0.505,0.625,0.78,2
0.32,0.034,0.272,0
0.717,1.02,0.567,2
0.687,0.981,0.502,2
0.495,0.652,0.765,2
0.501,0.043,0.262,0
0.526,0.03,0.315,0
0.92,0.009,0.533,4
0.899,0.062,0.643,4
0.934,0.134,0.498,1
0.043,0.78,0.393,2
0.896,0.027,0.561,4
0.076,0.732,0.444,2
0.95,0.193,0.591,3
0.368,0.024,0.261,0
0.96,0.292,0.568,3
0.576,0.089,0.287,0
0.937,0.046,0.625,4
0.9,0.071,0.633,4
0.439,0.012,0.169,0
0.767,0.987,0.554,2
0.525,0.643,0.8,2
0.37,0.052,0.318,0
0.034,0.745,0.486,2
0.863,0.171,0.441,1
0.991,0.127,0.578,4
0.507,0.112,0.226,0
0.487,0.651,0.833,2
0.973,0.222,0.529,3
0.939,0.256,0.561,3
0.078,0.734,0.476,2
0.52,0.09,0.284,0
0.09,0.807,0.487,2
0.077,0.755,0.373,2
0.028,0.663,0.501,2
0.945,0.211,0.578,3
0.937,0.266,0.446,1
0.516,0.134,0.303,0
1,0.195,0.577,3
0.947,0.186,0.469,1
0.506,0.176,0.274,0
0.951,0.228,0.528,3
0.967,0.255,0.474,1
0.007,0.795,0.405,2
1.015,0.24,0.431,1
0.878,0.04,0.616,4
0.377,0.002,0.277,0
1.001,0.235,0.494,3
0.955,0.047,0.628,4
0.508,0.124,0.286,0
0.912,0.186,0.562,3
0.91,0.247,0.423,1
0.367,0.025,0.245,0
0.971,0.027,0.647,4
0.06,0.729,0.489,2
0.841,0.232,0.602,3
0.463,0.694,0.791,2
0.545,0.642,0.807,2
0.347,0.069,0.29,0
0.936,0.287,0.568,3
0.566,0.604,0.776,2
0.918,0.19,0.439,1
0.011,0.774,0.453,2
0.47,0.663,0.818,2
0.897,0.251,0.587,3
0.911,0.048,0.665,4
0.512,0.082,0.269,0
0.981,0.292,0.551,3
0.068,0.752,0.504,2
0.963,0.09,0.659,4
0.919,0.203,0.498,1
0.404,0.044,0.275,0
0.505,0.684,0.816,2
0.911,0.27,0.433,1
0.942,0.264,0.531,3
0.939,0.035,0.644,4
0.985,0.039,0.614,4
0.983,0.228,0.519,3
0.437,0.025,0.317,0
0.117,0.808,0.439,2
0.882,0.036,0.61,4
0.527,0.675,0.798,2
0.897,0.03,0.652,4
0.935,0.08,0.581,4
0.449,0.118,0.255,0
0.698,0.93,0.454,2
0.47,0.617,0.828,2
0.371,0.008,0.283,0
0.468,0.03,0.317,0
0.535,0.682,0.823,2
0.305,0.041,0.273,0
0.891,0.178,0.478,1
0.782,0.883,0.568,2
0.085,0.818,0.322,2
0.485,0.069,0.276,0
0.744,0.961,0.514,2
0.481,0.032,0.238,0
0.943,0.237,0.569,3
0.943,0.208,0.611,3
0.113,0.73,0.447,2
0.502,0.69,0.817,2
0.882,0.059,0.585,4
0.663,0.991,0.473,2
0.953,0.038,0.607,4
0.087,0.77,0.348,2
0.398,0.114,0.311,0
0.958,0.281,0.563,3
0.854,0.251,0.461,1
0.952,0.164,0.566,3
0.748,1.048,0.515,2
0.89,0.017,0.627,4
0.918,0.217,0.469,1
0.397,0.015,0.304,0
0.537,0.046,0.286,0
0.944,0.067,0.627,4
0.484,0.021,0.368,0
1.005,0.23,0.512,3
0.921,0.047,0.621,4
0.904,0.206,0.55,3
0.057,0.757,0.474,2
0.061,0.819,0.473,2
0.439,0.702,0.742,2
0.683,0.997,0.533,2
0.083,0.727,0.405,2
0.468,0.027,0.3,0
0.042,0.782,0.405,2
0.722,0.948,0.58,2
0.991,0.065,0.6,4
0.102,0.807,0.474,2
0.572,0.729,0.854,2
0.715,0.964,0.512,2
0.115,0.784,0.478,2
0.914,0.222,0.494,1
0.067,0.766,0.405,2
0.464,0.628,0.801,2
0.485,0.649,0.789,2
0.37,0.094,0.329,0
0.515,0.679,0.807,2
0.397,0.631,0.815,2
0.496,0.056,0.302,0
0.946,0.242,0.486,1
0.508,0.082,0.232,0
0.475,0.141,0.281,0
0.066,0.726,0.474,2
0.377,0.053,0.346,0
0.473,0.001,0.199,0
0.379,0.003,0.319,0
0.364,0.089,0.342,0
0.709,0.976,0.473,2
0.954,0.094,0.665,4
0.537,0.744,0.862,2
0.695,0.986,0.478,2
0.437,0.052,0.3,0
0.879,0.202,0.455,1
0.452,0.67,0.84,2
0.933,0.016,0.626,4
0.509,0.107,0.259,0
0.519,0.64,0.726,2
0.437,0.698,0.751,2
0.145,0.807,0.481,2
0.938,0.008,0.534,4
0.691,1.02,0.566,2
0.062,0.726,0.444,2
0.747,0.966,0.546,2
0.724,0.993,0.587,2
0.513,0.636,0.756,2
0.366,0.045,0.296,0
0.702,0.976,0.544,2
0.08,0.842,0.453,2
0.302,0.082,0.286,0
0.987,0.022,0.651,4
0.803,1.048,0.475,2
0.072,0.768,0.406,2
0.486,0.722,0.777,2
0.989,0.22,0.462,1
0.37,0.058,0.254,0
0.935,0.288,0.543,3
0.443,0.075,0.257,0
0.913,0.223,0.369,1
0.357,0.042,0.265,0
0.462,0.667,0.773,2
1.008,0.166,0.42,1
0.923,0.215,0.618,3
0.915,0.257,0.542,3
1,0.159,0.43,1
0.455,0.685,0.804,2
0.958,0.009,0.628,4
1.002,0.232,0.613,3
0.505,0.696,0.754,2
0.482,0.666,0.904,2
0.879,0.188,0.49,1
0.887,0.199,0.474,1
0.544,0.028,0.204,0
0.56,0.697,0.798,2
0.845,0.251,0.428,1
0.516,0.686,0.794,2
0.706,1.015,0.499,2
0.917,0.297,0.512,3
0.659,1.031,0.502,2
0.938,0.018,0.654,4
0.921,0.253,0.58,3
0.52,0.655,0.793,2
0.921,0.023,0.604,4
0.369,0.057,0.239,0
0.536,0.075,0.304,0
0.357,0.069,0.302,0
0.895,0.272,0.391,1
0.033,0.74,0.416,2
0.361,0.08,0.279,0
0.571,0.094,0.292,0
0.74,0.895,0.602,2
0.914,0.019,0.582,4
0.873,0.292,0.432,1
0.913,0.011,0.569,4
0.456,0.726,0.913,2
0.897,0.072,0.633,4
0.696,0.934,0.571,2
0.324,0.101,0.345,0
0.904,0.331,0.397,1
0.354,0.027,0.29,0
0.505,0.087,0.285,0
0.555,0.634,0.795,2
0.463,0.208,0.301,0
0.571,0.079,0.278,0
0.874,0.048,0.597,4
0.509,0.707,0.864,2
0.495,0.124,0.243,0
0.87,0.234,0.462,1
0.419,0.109,0.315,0
0.915,0.251,0.537,3
0.792,0.214,0.454,1
0.739,1.006,0.468,2
0.496,0.093,0.268,0
0.926,0.008,0.592,4
0.982,0.036,0.611,4
0.139,0.78,0.429,2
0.019,0.785,0.427,2
1.062,0.215,0.58,3
0.551,0.622,0.887,2
0.417,0.149,0.283,0
0.494,0.689,0.815,2
0.373,0.099,0.341,0
0.518,0.677,0.743,2
0.553,0.718,0.769,2
0.341,0.095,0.242,0
0.501,0.685,0.825,2
0.364,0.066,0.256,0
0.92,0.183,0.477,1
0.943,0.235,0.598,3
1.026,0.207,0.563,3
0.423,0.063,0.284,0
0.664,0.999,0.533,2
1.033,0.018,0.576,4
0.746,0.908,0.515,2
0.072,0.751,0.473,2
0.919,0.03,0.604,4
0.07,0.703,0.428,2
1.015,0.063,0.6,4
0.42,0.098,0.267,0
0.964,0.226,0.539,3
0.486,0.141,0.33,0
0.497,0.681,0.751,2
0.735,1.012,0.593,2
0.949,0.062,0.646,4
0.948,0.26,0.529,3
0.455,0.044,0.306,0
0.539,0.053,0.301,0
0.519,0.671,0.777,2
0.424,0.087,0.252,0
0.516,0.64,0.848,2
0.92,0.217,0.545,3
0.115,0.781,0.357,2
0.048,0.718,0.41,2
0.752,0.926,0.488,2
0.548,0.169,0.272,0
0.995,0.012,0.573,4
0.721,0.947,0.503,2
0.907,0.211,0.459,1
0.687,0.932,0.523,2
0.92,0.001,0.572,4
0.582,0.059,0.332,0
0.955,0.293,0.489,3
0.599,0.035,0.23,0
0.983,0.04,0.545,4
0.972,0.195,0.409,1
0.715,1.009,0.536,2
0.52,0.098,0.247,0
0.957,0.192,0.509,3
0.4,0.692,0.818,2
0.542,0.055,0.289,0
0.877,0.203,0.53,3
0.896,0.254,0.58,3
1.001,0.266,0.522,3
0.983,0.17,0.475,1
0.911,0.254,0.527,3
0.083,0.703,0.457,2
0.958,0.044,0.594,4
0.97,0.228,0.551,3
1.022,0.232,0.431,1
0.977,0.221,0.571,3
0.824,0.168,0.42,1
0.488,0.072,0.342,0
0.482,0.057,0.276,0
0.802,0.932,0.617,2
0.434,0.712,0.826,2
0.94,0.172,0.521,3
0.481,0.653,0.792,2
0.47,0.04,0.263,0
0.897,0.191,0.444,1
0.939,0.09,0.608,4
0.926,0.185,0.447,1
0.01,0.736,0.47,2
0.78,0.979,0.55,2
0.823,0.22,0.501,1
0.735,0.978,0.555,2
0.515,0.677,0.836,2
0.072,0.792,0.462,2
0.702,1.062,0.536,2
0.921,0.013,0.584,4
0.926,0.221,0.449,1
0.816,0.991,0.543,2
0.879,0.229,0.417,1
0.739,0.943,0.547,2
0.744,0.987,0.568,2
0.339,0.084,0.285,0
0.536,0.768,0.794,2
0.877,0.197,0.412,1
0.957,0.277,0.573,3
0.56,0.718,0.871,2
0.929,0.201,0.418,1
0.331,0.017,0.204,0
0.98,0.006,0.618,4
0.659,0.982,0.549,2
0.692,1.003,0.564,2
0.075,0.758,0.467,2
0.911,0.03,0.57,4
0.034,0.774,0.442,2
0.917,0.216,0.553,3
0.894,0.252,0.431,1
0.108,0.743,0.51,2
0.945,0.038,0.64,4
0.521,0.085,0.297,0
1.002,0.259,0.459,1
0.533,0.751,0.795,2
0.886,0.22,0.421,1
0.664,0.981,0.595,2
0.916,0.194,0.584,3
0.518,0.016,0.303,0
0.952,0.248,0.463,1
0.938,0.056,0.623,4
0.001,0.791,0.459,2
0.532,0.125,0.311,0
0.93,0.024,0.606,4
0.499,0.669,0.807,2
0.068,0.823,0.474,2
0.363,0.08,0.29,0
0.351,0.06,0.282,0
1.013,0.271,0.556,3
0.501,0.03,0.331,0
0.961,0.24,0.419,1
0.94,0.247,0.547,3
0.909,0.017,0.585,4
0.708,0.993,0.483,2
0.398,0.033,0.297,0
0.39,0.049,0.368,0
0.854,0.082,0.582,4
0.073,0.702,0.428,2
0.927,0.194,0.381,1
0.544,0.056,0.297,0
0.574,0.12,0.257,0
0.554,0.057,0.299,0
0.475,0.111,0.234,0
0.472,0.754,0.824,2
0.47,0.075,0.309,0
0.565,0.642,0.785,2
0.467,0.704,0.82,2
0.084,0.738,0.42,2
0.699,1.01,0.564,2
0.115,0.67,0.408,2
0.346,0.039,0.286,0
0.506,0.052,0.201,0
0.478,0.7,0.87,2
0.484,0.041,0.337,0
0.539,0.027,0.27,0
0.871,0.254,0.398,1
0.478,0.097,0.327,0
0.48,0.671,0.812,2
0.511,0.05,0.194,0
0.988,0.019,0.539,4
0.992,0.233,0.39,1
0.385,0.067,0.294,0
0.381,0.071,0.276,0
0.89,0.233,0.453,1
0.464,0.681,0.866,2
0.041,0.792,0.39,2
0.938,0.026,0.719,4
0.897,0.255,0.43,1
0.413,0.016,0.263,0
0.876,1.004,0.502,2
0.353,0.013,0.294,0
0.052,0.78,0.533,2
0.2,0.82,0.495,2
1.047,0.258,0.509,3
0.462,0.061,0.296,0
0.742,0.985,0.548,2
0.744,0.986,0.542,2
0.929,0.059,0.653,4
0.462,0.041,0.321,0
0.487,0.011,0.238,0
0.516,0.057,0.179,0
0.871,0.238,0.415,1
0.081,0.791,0.402,2
0.694,0.926,0.571,2
0.53,0.704,0.804,2
0.918,0.003,0.557,4
0.42,0.065,0.212,0
0.982,0.273,0.588,3
0.994,0.017,0.655,4
0.641,0.956,0.538,2
0.361,0.031,0.289,0
0.754,0.99,0.483,2
0.991,0.022,0.597,4
0.916,0.017,0.615,4
0.954,0.028,0.599,4
0.763,1.008,0.559,2
0.376,0.09,0.36,0
0.389,0.115,0.283,0
0.95,0.194,0.585,3
0.476,0.733,0.774,2
0.054,0.75,0.383,2
0.389,0.069,0.311,0
0.362,0.109,0.271,0
0.546,0.665,0.82,2
0.409,0.046,0.336,0
0.436,0.07,0.282,0
0.718,0.993,0.535,2
0.393,0.034,0.285,0
0.717,0.945,0.492,2
0.416,0.073,0.268,0
0.475,0.115,0.211,0
0.854,0.225,0.373,1
0.471,0.743,0.754,2
0.753,0.949,0.541,2
0.743,1.002,0.478,2
0.372,0.096,0.24,0
0.975,0.028,0.568,4
0.52,0.719,0.83,2
0.937,0.262,0.549,3
0.511,0.693,0.738,2
0.498,0.672,0.868,2
0.397,0.092,0.319,0
0.083,0.759,0.481,2
0.947,0.224,0.446,1
0.689,1.004,0.606,2
0.935,0.042,0.61,4
0.902,0.236,0.419,1
0.956,0.021,0.653,4
0.47,0.683,0.805,2
0.552,0.64,0.843,2
0.919,0.003,0.597,4
0.079,0.781,0.409,2
0.929,0.247,0.495,1
0.48,0.078,0.275,0
0.443,0.07,0.293,0
0.427,0.729,0.761,2
0.04,0.805,0.434,2
0.056,0.859,0.477,2
0.915,0.041,0.604,4
0.914,0.016,0.631,4
0.722,0.993,0.489,2
0.871,0.002,0.541,4
0.46,0.083,0.309,0
0.513,0.052,0.198,0
0.533,0.072,0.257,0
0.977,0.107,0.56,4
0.739,1.027,0.543,2
1.058,0.223,0.491,3
0.726,0.938,0.577,2
0.898,0.308,0.48,1
0.769,0.943,0.543,2
0.961,0.201,0.477,1
0.306,0.129,0.3,0
0.902,0.216,0.501,1
0.373,0.025,0.252,0
0.96,0.163,0.377,1
0.108,0.843,0.495,2
0.552,0.101,0.209,0
0.045,0.807,0.465,2
0.373,0.059,0.313,0
0.757,0.994,0.545,2
0.082,0.748,0.392,2
0.928,0.102,0.473,1
0.981,0.069,0.596,4
0.399,0.107,0.296,0
0.141,0.764,0.43,2
0.469,0.069,0.262,0
0.537,0.037,0.232,0
0.123,0.785,0.537,2
0.46,0.125,0.252,0
0.048,0.775,0.406,2
0.086,0.798,0.42,2
0.515,0.696,0.813,2
0.897,0.224,0.467,1
0.901,0.177,0.432,1
0.736,1.035,0.516,2
0.473,0.039,0.248,0
0.891,0.241,0.469,1
0.877,0.067,0.555,4
0.061,0.773,0.476,2
0.953,0.052,0.49,4
0.487,0.699,0.806,2
0.383,0.139,0.331,0
0.918,0.309,0.512,3
0.762,0.955,0.476,2
0.365,0.106,0.277,0
0.059,0.796,0.443,2
0.498,0.75,0.824,2
0.926,0.255,0.489,1
0.941,0.164,0.542,3
0.149,0.781,0.423,2
0.517,0.074,0.232,0
0.112,0.765,0.447,2
0.931,0.018,0.591,4
1.015,0.285,0.564,3
0.72,1.002,0.537,2
0.933,0.03,0.553,4
0.101,0.805,0.406,2
0.072,0.761,0.449,2
1.001,0.242,0.571,3
0.48,0.093,0.283,0
0.926,0.066,0.531,4
0.743,1.025,0.494,2
0.848,0.154,0.434,1
0.921,0.018,0.613,4
0.39,0.142,0.22,0
0.454,0.103,0.252,0
0.511,0.078,0.313,0
0.521,0.101,0.28,0
0.133,0.819,0.499,2
0.102,0.756,0.506,2
0.934,0.255,0.494,3
0.078,0.821,0.419,2
0.846,0.223,0.531,1
0.382,0.058,0.331,0
0.879,0.312,0.452,1
0.967,0.26,0.439,1
0.94,0.058,0.59,4
0.528,0.668,0.816,2
0.49,0.01,0.22,0
0.443,0.045,0.329,0
0.594,0.925,0.586,2
0.536,0.048,0.203,0
0.938,0.253,0.515,3
0.934,0.132,0.462,1
0.912,0.024,0.541,4
0.047,0.789,0.429,2
0.513,0.113,0.309,0
0.401,0.038,0.26,0
0.133,0.73,0.486,2
0.004,0.764,0.418,2
0.914,0.198,0.53,3
0.953,0.06,0.577,4
0.918,0.119,0.362,1
0.974,0.279,0.527,3
0.521,0.143,0.33,0
0.488,0.65,0.831,2
0.545,0.694,0.781,2
0.976,0.225,0.507,3
0.911,0.11,0.607,4
0.47,0.006,0.247,0
0.546,0.008,0.311,0
0.998,0.248,0.563,3
0.365,0.075,0.25,0
0.09,0.799,0.454,2
0.084,0.845,0.462,2
0.661,0.995,0.521,2
0.557,0.106,0.285,0
0.52,0.093,0.237,0
0.698,0.983,0.576,2
0.911,0.052,0.679,4
0.494,0.738,0.79,2
0.484,0.053,0.298,0
0.946,0.221,0.516,3
0.838,0.019,0.593,4
0.071,0.67,0.488,2
0.03,0.834,0.454,2
0.351,0.066,0.322,0
0.472,0.589,0.789,2
0.062,0.789,0.46,2
0.887,0.168,0.451,1
0.977,0.005,0.572,4
0.344,0.046,0.217,0
0.014,0.824,0.464,2
0.906,0.184,0.454,1
0.322,0.097,0.277,0
0.483,0.637,0.833,2
0.387,0.087,0.223,0
0.906,0.25,0.48,1
0.576,0.689,0.816,2
0.484,0.682,0.85,2
0.913,0.179,0.495,1
0.561,0.717,0.819,2
0.933,0.188,0.457,1
0.37,0.061,0.218,0
0.936,0.316,0.525,3
0.905,0.009,0.626,4
0.118,0.743,0.384,2
0.948,0.056,0.598,4
0.08,0.758,0.492,2
0.927,0.21,0.454,1
0.928,0.24,0.437,1
0.909,0.163,0.473,1
0.116,0.807,0.493,2
0.901,0.234,0.376,1
0.692,0.976,0.532,2
0.497,0.067,0.193,0
0.948,0.225,0.498,3
0.315,0.089,0.316,0
0.511,0.024,0.209,0
0.472,0.716,0.757,2
0.948,0.281,0.539,3
0.569,0.66,0.818,2
0.516,0.778,0.81,2
0.392,0.113,0.307,0
0.63,0.94,0.605,2
0.896,0.187,0.55,3
0.804,1.026,0.582,2
0.844,0.259,0.483,1
0.904,0.149,0.406,1
0.952,0.217,0.484,1
0.88,0.019,0.586,4
0.565,0.085,0.28,0
0.783,0.945,0.525,2
0.411,0.038,0.285,0
0.888,0.228,0.456,1
0.992,0.215,0.543,3
0.744,0.998,0.6,2
1.004,0.029,0.727,4
0.75,0.946,0.663,2
0.906,0.033,0.594,4
0.346,0.045,0.233,0
0.961,0.009,0.572,4
0.058,0.842,0.47,2
0.569,0.766,0.816,2
0.991,0.198,0.448,1
0.761,1.067,0.488,2
0.915,0.161,0.452,1
0.55,0.638,0.817,2
0.976,0.061,0.664,4
0.631,1.019,0.55,2
0.863,0.215,0.459,1
0.362,0.083,0.291,0
0.71,1.026,0.495,2
0.122,0.825,0.396,2
0.74,0.982,0.526,2
0.787,0.959,0.592,2
0.939,0.272,0.538,3
0.952,0.177,0.62,3
0.356,0.04,0.309,0
0.123,0.819,0.401,2
0.699,1.05,0.455,2
0.403,0.111,0.331,0
0.552,0.676,0.846,2
0.456,0.131,0.206,0
0.469,0.721,0.809,2
0.118,0.821,0.429,2
0.469,0.725,0.75,2
0.898,0.224,0.448,1
0.496,0.654,0.765,2
0.687,0.979,0.549,2
0.87,0.054,0.585,4
1.033,0.022,0.609,4
0.484,0.043,0.18,0
0.443,0.107,0.278,0
0.718,0.959,0.58,2
0.924,0.296,0.578,3
0.955,0.266,0.534,3
0.7,0.949,0.531,2
0.894,0.019,0.624,4
0.431,0.037,0.3,0
0.119,0.813,0.412,2
0.387,0.003,0.287,0
0.91,0.026,0.589,4
0.929,0.251,0.468,1
0.47,0.686,0.773,2
0.078,0.837,0.426,2
0.687,0.985,0.482,2
0.419,0.066,0.295,0
0.923,0.071,0.523,4
0.39,0.055,0.272,0
0.962,0.249,0.411,1
0.402,0.079,0.328,0
0.484,0.109,0.281,0
0.981,0.011,0.584,4
0.391,0.12,0.335,0
0.684,1.012,0.501,2
0.56,0.03,0.217,0
0.725,0.969,0.558,2
0.497,0.023,0.329,0
0.948,0.196,0.575,3
0.378,0.125,0.378,0
0.557,0.718,0.759,2
0.923,0.016,0.623,4
0.48,0.595,0.804,2
0.552,0.664,0.815,2
0.939,0.114,0.502,1
0.752,0.964,0.488,2
0.098,0.727,0.433,2
0.363,0.114,0.327,0
0.48,0.002,0.293,0
0.982,0.248,0.462,1
0.474,0.109,0.335,0
0.352,0.028,0.261,0
0.953,0.152,0.569,3
0.762,0.992,0.509,2
0.937,0.076,0.571,4
0.085,0.841,0.47,2
0.057,0.776,0.443,2
0.951,0.239,0.478,1
0.914,0.091,0.586,4
0.408,0.071,0.247,0
0.904,0.276,0.47,1
0.054,0.81,0.427,2
0.952,0.187,0.492,1
0.466,0.178,0.255,0
0.127,0.785,0.429,2
0.692,0.983,0.578,2
0.938,0.182,0.478,1
0.705,0.922,0.596,2
0.53,0.602,0.825,2
0.49,0.06,0.261,0
0.094,0.758,0.393,2
0.952,0.042,0.568,4
0.043,0.829,0.496,2
0.162,0.791,0.437,2
0.498,0.007,0.214,0
0.534,0.671,0.748,2
0.386,0.053,0.242,0
0.51,0.714,0.801,2
0.114,0.768,0.431,2
0.077,0.781,0.455,2
0.508,0.103,0.238,0
0.105,0.77,0.414,2
0.492,0.657,0.823,2
0.498,0.754,0.701,2
0.53,0.077,0.359,0
0.064,0.788,0.431,2
0.398,0.13,0.277,0
0.703,0.899,0.511,2
0.093,0.736,0.467,2
0.37,0.028,0.259,0
0.058,0.77,0.433,2
0.917,0.203,0.424,1
0.361,0.085,0.289,0
0.957,0.027,0.628,4
0.544,0.71,0.811,2
0.54,0.649,0.803,2
0.331,0.052,0.318,0
0.855,0.021,0.564,4
0.526,0.652,0.787,2
0.928,0.095,0.616,4
0.425,0.045,0.233,0
0.901,0.097,0.595,4
0.491,0.085,0.322,0
0.536,0.641,0.837,2
0.935,0.231,0.487,1
0.525,0.645,0.817,2
0.365,0.084,0.337,0
0.948,0.242,0.521,3
0.355,0.054,0.171,0
0.873,0.246,0.433,1
1.034,0.205,0.534,3
0.47,0.022,0.201,0
0.47,0.62,0.784,2
0.918,0.216,0.492,1
0.727,0.969,0.528,2
0.911,0.179,0.49,1
0.089,0.837,0.414,2
0.906,0.264,0.576,3
0.932,0.028,0.584,4
0.525,0.133,0.266,0
0.107,0.832,0.448,2
0.918,0.033,0.624,4
0.889,0.2,0.418,1
0.506,0.032,0.27,0
0.545,0.091,0.277,0
0.963,0.297,0.505,3
0.936,0.203,0.582,3
0.45,0.688,0.748,2
0.066,0.758,0.478,2
0.977,0.281,0.473,3
0.381,0.061,0.27,0
0.055,0.864,0.44,2
0.959,0.242,0.482,1
0.341,0.116,0.256,0
0.515,0.019,0.238,0
0.744,1.023,0.552,2
0.974,0.019,0.556,4
0.477,0.665,0.833,2
0.133,0.847,0.487,2
0.753,0.954,0.575,2
0.352,0.042,0.263,0
0.52,0.005,0.285,0
0.955,0.221,0.384,1
0.897,0.219,0.478,1
0.154,0.849,0.458,2
0.942,0.073,0.592,4
0.683,0.921,0.531,2
0.383,0.041,0.262,0
0.396,0.101,0.347,0
0.51,0.748,0.729,2
0.382,0.091,0.263,0
0.94,0.241,0.483,1
0.91,0.078,0.63,4
0.949,0.06,0.576,4
0.439,0.705,0.755,2
0.398,0.044,0.29,0
0.962,0.246,0.566,3
0.901,0.049,0.577,4
0.943,0.26,0.477,1
0.083,0.742,0.391,2
0.436,0.049,0.25,0
0.084,0.764,0.408,2
0.108,0.823,0.405,2
0.858,0.115,0.492,1
0.996,0.211,0.54,3
0.944,0.232,0.357,1
0.872,0.19,0.419,1
0.936,0.251,0.507,3
0.117,0.791,0.423,2
0.037,0.824,0.502,2
0.953,0.009,0.689,4
0.861,0.213,0.478,1
0.538,0.068,0.26,0
0.896,0.206,0.482,1
0.906,0.044,0.575,4
0.961,0.241,0.431,1
0.369,0.032,0.335,0
0.436,0.089,0.253,0
0.418,0.047,0.286,0
0.883,0.148,0.515,1
0.501,0.069,0.296,0
0.971,0.039,0.651,4
0.894,0.247,0.496,1
0.985,0.239,0.508,3
0.899,0.044,0.587,4
0.967,0.037,0.56,4
0.381,0.066,0.322,0
0.364,0.064,0.345,0
0.467,0.11,0.262,0
0.44,0.739,0.756,2
0.951,0.248,0.667,3
0.423,0.027,0.293,0
0.508,0.04,0.283,0
0.368,0.077,0.313,0
0.903,0.059,0.531,4
0.65,0.939,0.486,2
0.948,0.01,0.635,4
0.496,0.062,0.206,0
0.533,0.033,0.307,0
0.359,0.056,0.247,0
0.727,0.993,0.592,2
0.527,0.1,0.283,0
0.039,0.743,0.477,2
0.115,0.804,0.526,2
0.964,0.192,0.56,3
0.939,0.044,0.556,4
1.011,0.04,0.567,4
0.002,0.863,0.422,2
0.927,0.1,0.581,4
0.503,0.039,0.239,0
0.979,0.246,0.59,3
0.922,0.192,0.416,1
0.464,0.04,0.18,0
0.548,0.704,0.725,2
0.103,0.792,0.492,2
0.97,0.183,0.614,3
0.03,0.804,0.436,2
0.969,0.236,0.521,3
0.96,0.012,0.549,4
0.512,0.103,0.229,0
0.877,0.062,0.628,4
0.734,0.954,0.494,2
0.507,0.661,0.794,2
0.156,0.746,0.39,2
0.391,0.09,0.297,0
0.364,0.098,0.297,0
0.536,0.626,0.836,2
0.513,0.054,0.285,0
0.957,0.25,0.582,3
0.098,0.727,0.445,2
0.024,0.741,0.478,2
0.893,0.262,0.457,1
0.501,0.692,0.745,2
0.934,0.045,0.59,4
0.096,0.755,0.428,2
0.039,0.791,0.333,2
0.074,0.745,0.398,2
0.91,0.236,0.546,3
0.466,0.682,0.813,2
0.916,0.2,0.503,1
0.967,0.305,0.497,3
0.941,0.221,0.533,3
0.727,0.942,0.583,2
0.927,0.177,0.564,3
0.964,0.249,0.49,3
0.998,0.305,0.515,3
0.727,0.983,0.512,2
0.889,0.202,0.475,1
0.406,0.023,0.296,0
0.977,0.002,0.649,4
0.916,0.181,0.393,1
0.919,0.23,0.451,1
1.013,0.16,0.541,3
0.843,0.242,0.573,3
0.12,0.774,0.442,2
0.971,0.052,0.578,4
0.39,0.67,0.755,2
0.078,0.771,0.445,2
0.497,0.665,0.773,2
0.867,0.196,0.518,1
0.505,0.099,0.232,0
0.525,0.699,0.782,2
0.101,0.779,0.413,2
0.445,0.72,0.796,2
0.857,0.176,0.472,1
0.512,0.734,0.847,2
0.002,0.773,0.507,2
0.903,0.239,0.375,1
0.987,0.296,0.559,3
0.479,0.724,0.778,2
0.435,0.079,0.268,0
0.708,0.944,0.483,2
0.929,0.216,0.586,3
0.456,0.108,0.264,0
0.894,0.276,0.581,3
0.074,0.82,0.417,2
0.384,0.075,0.306,0
0.774,0.993,0.552,2
0.334,0.073,0.266,0
0.683,0.892,0.475,2
0.416,0.631,0.817,2
0.518,0.714,0.824,2
0.343,0.15,0.287,0
0.48,0.701,0.786,2
0.951,0.245,0.559,3
0.501,0.717,0.819,2
0.903,0.189,0.501,1
0.886,0.314,0.557,3
0.453,0.636,0.786,2
0.878,0.214,0.46,1
0.959,0.283,0.609,3
0.732,0.954,0.534,2
0.516,0.694,0.778,2
0.721,0.97,0.56,2
0.991,0.025,0.617,4
0.887,0.216,0.45,1
0.983,0.238,0.491,3
0.455,0.105,0.212,0
0.96,0.072,0.604,4
0.095,0.838,0.468,2
0.884,0.056,0.552,4
0.921,0.146,0.416,1
0.429,0.645,0.813,2
0.921,0.328,0.585,3
0.768,1.074,0.535,2
0.568,0.674,0.731,2
0.702,0.95,0.493,2
0.541,0.066,0.209,0
0.519,0.639,0.825,2
