x,y,z,cluster
0.469,0.664,0.816,4
0.512,0.097,0.257,2
0.121,0.766,0.462,3
0.004,0.792,0.457,3
0.442,0.081,0.323,2
0.096,0.793,0.409,3
0.726,0.995,0.56,1
0.379,0.05,0.35,2
0.346,0.028,0.26,2
0.563,0.079,0.266,2
0.364,0.121,0.277,2
0.136,0.84,0.503,3
0.753,1.02,0.586,0
0.34,0.104,0.348,2
0.735,0.932,0.585,0
0.525,0.138,0.252,2
0.143,0.844,0.42,3
0.359,0.063,0.3,2
0.081,0.773,0.409,3
0.492,0.004,0.277,2
0.554,0.687,0.877,4
0.556,0.146,0.272,2
0.418,0.177,0.227,2
0.74,0.973,0.572,0
0.482,0.679,0.922,4
0.402,0.074,0.329,2
0.811,0.929,0.496,0
0.435,0.688,0.907,4
0.559,0.017,0.186,2
0.517,0.682,0.853,4
0.318,0.086,0.254,2
0.066,0.733,0.396,3
0.093,0.84,0.45,3
0.729,0.98,0.584,0
0.053,0.681,0.498,3
0.079,0.769,0.45,3
0.421,0.02,0.254,2
0.672,1.057,0.487,1
0.577,0.022,0.28,2
0.41,0.089,0.362,2
0.075,0.763,0.443,3
0.044,0.744,0.314,3
0.095,0.78,0.4,3
0.733,0.979,0.488,1
0.035,0.719,0.495,3
0.099,0.729,0.443,3
0.684,0.902,0.605,0
0.004,0.697,0.439,3
0.062,0.818,0.424,3
0.622,1.017,0.556,1
0.681,0.892,0.545,0
0.419,0.042,0.263,2
0.458,0.698,0.792,4
0.081,0.784,0.387,3
0.485,0.088,0.269,2
0.467,0.107,0.239,2
0.447,0.011,0.255,2
0.014,0.831,0.392,3
0.712,0.981,0.51,1
0.068,0.73,0.456,3
0.693,0.987,0.496,1
0.541,0.057,0.323,2
0.45,0.083,0.269,2
0.073,0.809,0.453,3
0.48,0.672,0.818,4
0.529,0.736,0.792,4
0.75,1.066,0.533,1
0.419,0.088,0.282,2
0.454,0.679,0.838,4
0.601,0.103,0.286,2
0.562,0.087,0.232,2
0.373,0.134,0.283,2
0.678,1.061,0.491,1
0.72,0.983,0.549,0
0.688,1.023,0.514,1
0.464,0.783,0.714,4
0.493,0.676,0.731,4
0.692,0.996,0.55,1
0.783,0.912,0.593,0
0.513,0.067,0.226,2
0.443,0.033,0.326,2
0.755,0.935,0.493,0
0.05,0.802,0.396,3
0.058,0.77,0.417,3
0.025,0.747,0.484,3
0.075,0.833,0.389,3
0.058,0.773,0.452,3
0.06,0.779,0.428,3
0.752,0.978,0.445,1
0.45,0.051,0.259,2
0.496,0.078,0.22,2
0.186,0.68,0.449,3
0.424,0.648,0.792,4
0.578,0.034,0.237,2
0.538,0.106,0.222,2
0.522,0.065,0.288,2
0.073,0.811,0.422,3
0.119,0.723,0.404,3
0.472,0.093,0.261,2
0.529,0.614,0.851,4
0.7,1.018,0.549,1
0.75,1.061,0.544,1
0.693,0.954,0.411,1
0.394,0.102,0.32,2
0.431,0.017,0.283,2
0.699,0.941,0.516,0
0.345,0.036,0.252,2
0.721,0.932,0.471,1
0.403,0.078,0.292,2
0.489,0.687,0.797,4
0.066,0.824,0.553,3
0.075,0.833,0.424,3
0.408,0.083,0.384,2
0.51,0.648,0.762,4
0.367,0.027,0.251,2
0.1,0.823,0.363,3
0.106,0.75,0.44,3
0.514,0.695,0.818,4
0.643,0.943,0.558,0
0.102,0.778,0.362,3
0.539,0.679,0.867,4
0.529,0.099,0.25,2
0.382,0.012,0.287,2
0.017,0.796,0.48,3
0.418,0.1,0.314,2
0.47,0.024,0.275,2
0.373,0.059,0.262,2
0.129,0.836,0.403,3
0.074,0.728,0.409,3
0.472,0.669,0.873,4
0.483,0.151,0.268,2
0.47,0.646,0.783,4
0.527,0.109,0.253,2
0.023,0.79,0.542,3
0.387,0.042,0.357,2
0.072,0.736,0.499,3
0.704,0.974,0.501,1
0.52,0.069,0.272,2
0.544,0.103,0.305,2
0.537,0.12,0.284,2
0.506,0.154,0.24,2
0.525,0.058,0.288,2
0.566,0.678,0.825,4
0.46,0.666,0.872,4
0.385,0.082,0.227,2
0.46,0.69,0.883,4
0.392,0.026,0.312,2
0.497,0.091,0.323,2
0.537,0.079,0.226,2
0.046,0.756,0.371,3
0.535,0.089,0.299,2
0.464,0.046,0.295,2
0.349,0.102,0.314,2
0.805,0.991,0.517,1
0.517,0.702,0.873,4
0.089,0.782,0.481,3
0.505,0.67,0.784,4
0.431,0.064,0.259,2
0.734,0.999,0.563,1
0.131,0.752,0.492,3
0.061,0.815,0.444,3
0.489,0.721,0.741,4
0.094,0.734,0.468,3
0.39,0.039,0.259,2
0.369,0.097,0.261,2
0.404,0.085,0.346,2
0.503,0.671,0.83,4
0.406,0.038,0.359,2
0.44,0.076,0.362,2
0.107,0.746,0.441,3
0.425,0.051,0.309,2
0.636,0.934,0.581,0
0.508,0.664,0.766,4
0.122,0.7,0.449,3
0.35,0.01,0.289,2
0.501,0.069,0.201,2
0.356,0.169,0.218,2
0.6,0.719,0.766,4
0.458,0.669,0.802,4
0.426,0.03,0.277,2
0.483,0.645,0.84,4
0.401,0.025,0.314,2
0.766,0.995,0.544,1
0.451,0.586,0.768,4
0.78,1.081,0.535,1
0.062,0.801,0.491,3
0.493,0.028,0.244,2
0.47,0.143,0.228,2
0.701,1.011,0.51,1
0.512,0.05,0.286,2
0.494,0.642,0.831,4
0.489,0.626,0.743,4
0.092,0.795,0.446,3
0.684,1.025,0.574,1
0.396,0.076,0.322,2
0.508,0.687,0.806,4
0.718,0.964,0.493,1
0.66,0.946,0.49,1
0.414,0.089,0.265,2
0.7,0.926,0.538,0
0.502,0.701,0.756,4
0.623,0.975,0.5,1
0.402,0.629,0.857,4
0.084,0.859,0.427,3
0.388,0.132,0.341,2
0.473,0.703,0.837,4
0.372,0.091,0.243,2
0.738,0.925,0.541,0
0.568,0.15,0.263,2
0.046,0.817,0.414,3
0.435,0.095,0.317,2
0.085,0.778,0.44,3
0.545,0.081,0.28,2
0.526,0.659,0.774,4
0.52,0.045,0.245,2
0.468,0.033,0.269,2
0.435,0.677,0.807,4
0.136,0.743,0.461,3
0.522,0.023,0.26,2
0.752,0.989,0.534,1
0.473,0.683,0.784,4
0.505,0.777,0.749,4
0.793,1.017,0.568,0
0.045,0.825,0.399,3
0.073,0.733,0.481,3
0.469,0.128,0.212,2
0.475,0.068,0.28,2
0.541,0.668,0.85,4
0.463,0.07,0.26,2
0.584,0.647,0.765,4
0.321,0.117,0.295,2
0.751,0.96,0.524,0
0.084,0.746,0.372,3
0.474,0.017,0.321,2
0.482,0.116,0.226,2
0.654,0.986,0.623,0
0.518,0.751,0.796,4
0.485,0.537,0.818,4
0.532,0.139,0.281,2
0.074,0.819,0.405,3
0.509,0.07,0.36,2
0.552,0.035,0.257,2
0.633,1.035,0.566,1
0.342,0.09,0.344,2
0.697,0.963,0.477,1
0.369,0.03,0.309,2
0.575,0.071,0.267,2
0.508,0.136,0.258,2
0.447,0.665,0.893,4
0.051,0.768,0.441,3
0.539,0.709,0.765,4
0.664,0.977,0.549,1
0.45,0.054,0.3,2
0.361,0.076,0.337,2
0.431,0.049,0.324,2
0.36,0.003,0.246,2
0.456,0.627,0.844,4
0.549,0.657,0.841,4
0.151,0.772,0.519,3
0.461,0.045,0.319,2
0.759,0.91,0.574,0
0.441,0.077,0.244,2
0.706,0.927,0.548,0
0.737,0.965,0.56,0
0.524,0.77,0.831,4
0.364,0.089,0.235,2
0.38,0.014,0.281,2
0.513,0.102,0.303,2
0.713,0.949,0.542,0
0.518,0.096,0.294,2
0.663,0.96,0.456,1
0.434,0.052,0.194,2
0.672,0.987,0.518,1
0.389,0.09,0.261,2
0.348,0.065,0.308,2
0.648,0.99,0.533,1
0.507,0.73,0.751,4
0.42,0.079,0.336,2
0.095,0.735,0.398,3
0.522,0.055,0.342,2
0.376,0.014,0.346,2
0.388,0.077,0.298,2
0.396,0.104,0.315,2
0.048,0.753,0.419,3
0.179,0.785,0.442,3
0.055,0.805,0.437,3
0.344,0.047,0.353,2
0.569,0.717,0.823,4
0.544,0.107,0.262,2
0.058,0.793,0.456,3
0.784,0.978,0.496,1
0.742,0.978,0.599,0
0.527,0.658,0.836,4
0.121,0.785,0.418,3
0.045,0.735,0.403,3
0.755,0.953,0.527,0
0.493,0.12,0.312,2
0.339,0.113,0.239,2
0.123,0.8,0.415,3
0.384,0.103,0.313,2
0.38,0.059,0.27,2
0.624,0.048,0.334,2
0.784,0.975,0.541,0
0.365,0.034,0.313,2
0.063,0.833,0.456,3
0.087,0.794,0.38,3
0.474,0.612,0.797,4
0.529,0.633,0.825,4
0.491,0.071,0.259,2
0.741,0.992,0.602,0
0.698,0.97,0.534,1
0.464,0.123,0.208,2
0.52,0.104,0.282,2
0.464,0.719,0.728,4
0.763,0.984,0.581,0
0.334,0.054,0.196,2
0.382,0.065,0.359,2
0.319,0.164,0.3,2
0.05,0.767,0.41,3
0.499,0.725,0.777,4
0.414,0.066,0.262,2
0.008,0.796,0.375,3
0.004,0.699,0.433,3
0.502,0.094,0.332,2
0.717,1.009,0.527,1
0.115,0.772,0.439,3
0.381,0.034,0.288,2
0.055,0.749,0.372,3
0.546,0.086,0.263,2
0.517,0.126,0.342,2
0.418,0.09,0.35,2
0.488,0.629,0.863,4
0.121,0.748,0.417,3
0.731,1.007,0.506,1
0.411,0.034,0.351,2
0.113,0.775,0.404,3
0.46,0.114,0.197,2
0.42,0.105,0.315,2
0.37,0.048,0.323,2
0.725,0.958,0.49,1
0.139,0.855,0.459,3
0.115,0.784,0.444,3
0.079,0.854,0.364,3
0.132,0.802,0.465,3
0.055,0.787,0.42,3
0.442,0.035,0.256,2
0.719,1.034,0.559,1
0.466,0.112,0.345,2
0.048,0.767,0.394,3
0.648,1.054,0.507,1
0.002,0.78,0.429,3
0.543,0.002,0.293,2
0.727,0.964,0.531,0
0.286,0.105,0.25,2
0.467,0.087,0.339,2
0.507,0.012,0.251,2
0.658,1.014,0.499,1
0.146,0.738,0.409,3
0.045,0.792,0.414,3
0.407,0.044,0.339,2
0.433,0.643,0.74,4
0.075,0.856,0.459,3
0.4,0.009,0.264,2
0.486,0.762,0.837,4
0.022,0.852,0.414,3
0.363,0.095,0.353,2
0.757,0.9,0.584,0
0.696,1.022,0.562,1
0.713,1.021,0.484,1
0.328,0.084,0.259,2
0.046,0.791,0.414,3
0.563,0.674,0.791,4
0.117,0.788,0.449,3
0.326,0.066,0.322,2
0.386,0.073,0.23,2
0.093,0.847,0.447,3
0.641,0.082,0.233,2
0.762,0.979,0.53,0
0.65,1.072,0.567,1
0.482,0.03,0.24,2
0.357,0.049,0.226,2
0.045,0.773,0.487,3
0.307,0.132,0.268,2
0.094,0.739,0.464,3
0.691,0.94,0.558,0
0.483,0.022,0.294,2
0.344,0.07,0.299,2
0.522,0.72,0.81,4
0.396,0.103,0.312,2
0.04,0.788,0.469,3
0.369,0.069,0.3,2
0.006,0.767,0.436,3
0.709,0.938,0.486,1
0.403,0.02,0.256,2
0.489,0.079,0.309,2
0.149,0.815,0.372,3
0.842,0.986,0.541,0
0.75,0.973,0.57,0
0.33,0.119,0.258,2
0.48,0.701,0.768,4
0.088,0.75,0.439,3
0.054,0.73,0.417,3
0.702,1.005,0.542,1
0.459,0.011,0.244,2
0.387,0.067,0.288,2
0.484,0.101,0.29,2
0.485,0.701,0.811,4
0.714,0.97,0.468,1
0.377,0.093,0.343,2
0.697,0.939,0.569,0
0.428,0.039,0.314,2
0.493,0.73,0.799,4
0.398,0,0.33,2
0.78,0.98,0.575,0
0.486,0.088,0.305,2
0.475,0.611,0.799,4
0.057,0.718,0.452,3
0.7,1,0.588,0
0.718,0.967,0.588,0
0.546,0.08,0.247,2
0.668,0.981,0.542,1
0.747,0.939,0.473,1
0.496,0.662,0.84,4
0.048,0.796,0.425,3
0.718,0.95,0.514,0
0.538,0.09,0.261,2
0.109,0.743,0.419,3
0.397,0.089,0.296,2
0.348,0.093,0.263,2
0.731,0.954,0.556,0
0.065,0.784,0.485,3
0.739,0.935,0.59,0
0.461,0.679,0.803,4
0.51,0.696,0.822,4
0.471,0.736,0.814,4
0.379,0.092,0.27,2
0.026,0.779,0.433,3
0.795,0.938,0.565,0
0.068,0.872,0.407,3
0.073,0.892,0.413,3
0.514,0.077,0.247,2
0.111,0.814,0.502,3
0.503,0.014,0.191,2
0.755,0.911,0.475,0
0.38,0.063,0.354,2
0.063,0.691,0.462,3
0.538,0.106,0.254,2
0.458,0.101,0.317,2
0.436,0.628,0.76,4
0.056,0.775,0.453,3
0.785,1.016,0.478,1
0.664,1.005,0.506,1
0.649,1.021,0.451,1
0.094,0.756,0.459,3
0.671,0.957,0.565,0
0.452,0.707,0.803,4
0.735,1.01,0.486,1
0.477,0.028,0.313,2
0.508,0.064,0.287,2
0.068,0.738,0.467,3
0.509,0.67,0.825,4
0.55,0.049,0.177,2
0.472,0.059,0.261,2
0.111,0.778,0.458,3
0.416,0.045,0.251,2
0.384,0.027,0.272,2
0.354,0.091,0.248,2
0.755,1.023,0.515,1
0.44,0.665,0.807,4
0.46,0.008,0.309,2
0.481,0.6,0.782,4
0.682,1.023,0.575,1
0.695,1.004,0.587,0
0.532,0.126,0.344,2
0.496,0.626,0.766,4
0.372,0.001,0.304,2
0.548,0.697,0.778,4
0.45,0.634,0.817,4
0.508,0.657,0.79,4
0.508,0.056,0.255,2
0.155,0.733,0.488,3
0.54,0.625,0.744,4
0.507,0.045,0.268,2
0.409,0.055,0.29,2
0.372,0.101,0.335,2
0.706,0.975,0.438,1
0.742,0.945,0.527,0
0.751,1.026,0.571,1
0.05,0.765,0.393,3
0.343,0.09,0.205,2
0.57,0.691,0.706,4
0.519,0.668,0.807,4
0.33,0.075,0.321,2
0.025,0.826,0.454,3
0.378,0.103,0.306,2
0.576,0.596,0.766,4
0.437,0.07,0.296,2
0.405,0.051,0.419,2
0.706,0.937,0.534,0
0.459,0.056,0.249,2
0.714,0.938,0.541,0
0.101,0.857,0.446,3
0.053,0.76,0.421,3
0.702,0.905,0.542,0
0.564,0.06,0.307,2
0.075,0.775,0.419,3
0.453,0.069,0.251,2
0.724,0.917,0.498,0
0.522,0.096,0.301,2
0.51,0.043,0.289,2
0.488,0.189,0.252,2
0.297,0.048,0.323,2
0.434,0.046,0.277,2
0.522,0.661,0.75,4
0.139,0.728,0.469,3
0.438,0.122,0.2,2
0.442,0.108,0.269,2
0.505,0.674,0.838,4
0.749,0.982,0.499,1
0.762,1.072,0.525,1
0.125,0.685,0.467,3
0.497,0.053,0.206,2
0.432,0.132,0.318,2
0.137,0.917,0.442,3
0.515,0.04,0.355,2
0.745,1.011,0.556,1
0.752,0.948,0.496,0
0.588,0.637,0.817,4
0.464,0.686,0.829,4
0.51,0.709,0.82,4
0.292,0.061,0.242,2
0.539,0.739,0.838,4
0.726,0.932,0.543,0
0.492,0.606,0.783,4
0.033,0.778,0.473,3
0.065,0.786,0.367,3
0.447,0.039,0.237,2
0.693,0.951,0.528,0
0.753,1.011,0.607,0
0.454,0.011,0.246,2
0.515,0.021,0.282,2
0.063,0.821,0.462,3
0.73,1.021,0.529,1
0.515,0.656,0.792,4
0.432,0.051,0.334,2
0.533,0.705,0.779,4
0.022,0.752,0.426,3
0.385,0.048,0.278,2
0.775,0.935,0.553,0
0.33,0.082,0.316,2
0.7,0.899,0.499,0
0.468,0.674,0.748,4
0.514,0.006,0.24,2
0.504,0.067,0.277,2
0.068,0.73,0.457,3
0.071,0.704,0.399,3
0.45,0.687,0.78,4
0.424,0.062,0.273,2
0.532,0.639,0.794,4
0.541,0.088,0.208,2
0.089,0.793,0.437,3
0.454,0.081,0.265,2
0.479,0.722,0.81,4
0.071,0.796,0.497,3
0.478,0.685,0.787,4
0.473,0.109,0.211,2
0.491,0.701,0.842,4
0.559,0.702,0.799,4
0.383,0.115,0.348,2
0.407,0.059,0.332,2
0.417,0.099,0.319,2
0.514,0.151,0.233,2
0.535,0.141,0.266,2
0.441,0.007,0.274,2
0.654,0.97,0.472,1
0.493,0.054,0.301,2
0.507,0.71,0.803,4
0.36,0.118,0.347,2
0.437,0.03,0.252,2
0.412,0.042,0.244,2
0.561,0.637,0.753,4
0.679,0.987,0.507,1
0.753,0.893,0.568,0
0.479,0.634,0.809,4
0.537,0.64,0.727,4
0.082,0.795,0.482,3
0.509,0.621,0.794,4
0.513,0.696,0.821,4
0.015,0.808,0.44,3
0.076,0.809,0.487,3
0.411,0.095,0.286,2
0.506,0.623,0.788,4
0.459,0.68,0.749,4
0.162,0.843,0.431,3
0.444,0.126,0.19,2
0.557,0.697,0.86,4
0.078,0.818,0.479,3
0.31,0.033,0.303,2
0.366,0.15,0.278,2
0.083,0.734,0.461,3
0.327,0.063,0.25,2
0.698,0.89,0.476,0
0.452,0.645,0.781,4
0.396,0.078,0.261,2
0.472,0.074,0.264,2
0.431,0.104,0.319,2
0.381,0.063,0.326,2
0.085,0.768,0.435,3
0.376,0.049,0.317,2
0.149,0.73,0.403,3
0.527,0.153,0.299,2
0.062,0.802,0.456,3
0.537,0.688,0.803,4
0.782,0.965,0.53,0
0.436,0.693,0.833,4
0.703,0.969,0.504,1
0.504,0.093,0.285,2
0.736,0.924,0.49,0
0.389,0.036,0.303,2
0.041,0.776,0.446,3
0.037,0.788,0.444,3
0.748,0.984,0.508,1
0.356,0.124,0.296,2
0.005,0.82,0.469,3
0.08,0.757,0.393,3
0.503,0.697,0.736,4
0.45,0.755,0.849,4
0.726,0.975,0.561,0
0.065,0.732,0.422,3
0.589,0.643,0.763,4
0.341,0.069,0.194,2
0.814,1.037,0.586,0
0.024,0.874,0.46,3
0.73,1.025,0.529,1
0.354,0.084,0.232,2
0.731,0.957,0.541,0
0.462,0.676,0.818,4
0.514,0.086,0.248,2
0.35,0.108,0.253,2
0.081,0.815,0.441,3
0.134,0.719,0.457,3
0.537,0.049,0.279,2
0.485,0.089,0.244,2
0.448,0.68,0.753,4
0.714,0.945,0.518,0
0.408,0.111,0.276,2
0.482,0.663,0.786,4
0.681,0.997,0.47,1
0.513,0.102,0.319,2
0.465,0.09,0.262,2
0.511,0.666,0.797,4
0.55,0.05,0.212,2
0.446,0.121,0.23,2
0.733,0.947,0.528,0
0.431,0.011,0.295,2
0.022,0.788,0.49,3
0.39,0.073,0.318,2
0.442,0.61,0.796,4
0.447,0.701,0.766,4
0.092,0.791,0.401,3
0.685,0.949,0.544,0
0.48,0.752,0.81,4
0.054,0.806,0.509,3
0.728,0.956,0.555,0
0.696,0.998,0.519,1
0.095,0.766,0.359,3
0.514,0.624,0.821,4
0.751,1.066,0.512,1
0.356,0.058,0.304,2
0.559,0.115,0.304,2
0.081,0.754,0.451,3
0.076,0.825,0.44,3
0.34,0.082,0.311,2
0.505,0.621,0.79,4
0.123,0.743,0.443,3
0.497,0.651,0.79,4
0.5,0.698,0.76,4
0.467,0.692,0.832,4
0.407,0.016,0.299,2
0.486,0.62,0.725,4
0.341,0.038,0.288,2
0.497,0.053,0.265,2
0.425,0.012,0.24,2
0.08,0.855,0.393,3
0.098,0.789,0.424,3
0.567,0.144,0.251,2
0.501,0.682,0.808,4
0.628,0.913,0.564,0
0.5,0.665,0.797,4
0.506,0.66,0.877,4
0.075,0.766,0.479,3
0.558,0.011,0.368,2
0.685,0.915,0.478,0
0.75,0.959,0.564,0
0.034,0.784,0.412,3
0.412,0.091,0.24,2
0.699,0.957,0.456,1
0.533,0.084,0.186,2
0.489,0.067,0.261,2
0.446,0.046,0.291,2
0.51,0.046,0.287,2
0.547,0.658,0.844,4
0.453,0.064,0.177,2
0.47,0.107,0.253,2
0.542,0.658,0.817,4
0.722,0.944,0.539,0
0.101,0.753,0.446,3
0.077,0.766,0.517,3
0.727,1.02,0.52,1
0.518,0.156,0.281,2
0.341,0.051,0.322,2
0.402,0.127,0.363,2
0.573,0.671,0.827,4
0.422,0.05,0.217,2
0.514,0.735,0.86,4
0.686,0.977,0.503,1
0.754,0.952,0.521,0
0.417,0.109,0.293,2
0.558,0.676,0.791,4
0.04,0.752,0.467,3
0.459,0.048,0.277,2
0.716,1.013,0.549,1
0.755,0.917,0.519,0
0.459,0.004,0.275,2
0.494,0.705,0.907,4
0.496,0.666,0.8,4
0.041,0.734,0.495,3
0.388,0.106,0.233,2
0.346,0.059,0.281,2
0.309,0.023,0.344,2
0.5,0.041,0.268,2
0.694,0.974,0.516,1
0.577,0.042,0.335,2
0.708,0.953,0.537,0
0.512,0.647,0.796,4
0.256,0.1,0.224,2
0.35,0.082,0.252,2
0.075,0.796,0.415,3
0.413,0.121,0.253,2
0.714,0.98,0.532,1
0.434,0.078,0.298,2
0.339,0.074,0.264,2
0.335,0.078,0.259,2
0.395,0.083,0.273,2
0.364,0.052,0.253,2
0.512,0.72,0.767,4
0.513,0.734,0.827,4
0.488,0.028,0.313,2
0.715,0.94,0.59,0
0.48,0.697,0.813,4
0.129,0.811,0.435,3
0.065,0.777,0.428,3
0.052,0.767,0.395,3
0.502,0.711,0.905,4
0.706,0.991,0.516,1
0.595,0.073,0.27,2
0.717,0.967,0.574,0
0.455,0.067,0.306,2
0.067,0.855,0.509,3
0.73,1.044,0.617,1
0.712,1.046,0.529,1
0.381,0.084,0.338,2
0.383,0.083,0.317,2
0.69,0.999,0.512,1
0.518,0.68,0.818,4
0.525,0.096,0.284,2
0.114,0.809,0.405,3
0.505,0.658,0.859,4
0.146,0.764,0.378,3
0.73,0.969,0.56,0
0.074,0.749,0.409,3
0.411,0.073,0.268,2
0.324,0.022,0.224,2
0.447,0.075,0.264,2
0.405,0.027,0.251,2
0.3,0.026,0.247,2
0.323,0.05,0.27,2
0.513,0.125,0.214,2
0.775,0.974,0.576,0
0.48,0.713,0.789,4
0.663,0.989,0.5,1
0.589,0.639,0.806,4
0.013,0.756,0.432,3
0.656,0.968,0.537,1
0.05,0.832,0.39,3
0.311,0.062,0.332,2
0.535,0.114,0.252,2
0.019,0.77,0.447,3
0.132,0.759,0.433,3
0.494,0.626,0.83,4
0.387,0.669,0.771,4
0.717,0.993,0.548,1
0.454,0.058,0.332,2
0.506,0.087,0.247,2
0.064,0.782,0.468,3
0.088,0.793,0.418,3
0.014,0.767,0.406,3
0.073,0.788,0.465,3
0.724,1.021,0.505,1
0.052,0.778,0.418,3
0.43,0.673,0.73,4
0.555,0.699,0.702,4
0.41,0.05,0.331,2
0.38,0.069,0.278,2
0.065,0.725,0.402,3
0.74,1.045,0.508,1
0.328,0.07,0.259,2
0.722,0.969,0.515,1
0.491,0.053,0.284,2
0.517,0.653,0.825,4
0.462,0.135,0.25,2
0.687,0.983,0.525,1
0.676,1.013,0.561,1
0,0.775,0.474,3
0.443,0.737,0.794,4
0.492,0.712,0.825,4
0.091,0.846,0.434,3
0.71,0.95,0.535,0
0.377,0.129,0.263,2
0.379,0.114,0.294,2
0.139,0.802,0.44,3
0.717,0.962,0.516,1
0.08,0.809,0.432,3
0.752,0.899,0.526,0
0.592,0.04,0.207,2
0.425,0.687,0.748,4
0.443,0.107,0.279,2
0.496,0.091,0.253,2
0.633,0.905,0.559,0
0.499,0.655,0.803,4
0.793,1.022,0.559,1
0.74,0.938,0.512,0
0.535,0.068,0.251,2
0.573,0.705,0.83,4
0.083,0.762,0.488,3
0.447,0.15,0.273,2
0.036,0.791,0.403,3
0.51,0.1,0.298,2
0.76,1.087,0.495,1
0.688,1.021,0.551,1
0.763,1.041,0.51,1
0.328,0.025,0.268,2
0.361,0.039,0.271,2
0.545,0.688,0.827,4
0.507,0.735,0.78,4
0.49,0.814,0.687,4
0.461,0.082,0.227,2
0.554,0.04,0.348,2
0.786,1.042,0.542,1
0.501,0.584,0.752,4
0.41,0.02,0.271,2
0.77,1.057,0.547,1
0.56,0.68,0.799,4
0.507,0.051,0.223,2
0.053,0.736,0.315,3
0.379,0.015,0.33,2
0.513,0.052,0.346,2
0.54,0.627,0.833,4
0.516,0.632,0.89,4
0.511,0.164,0.26,2
0.097,0.742,0.402,3
0.593,0.037,0.284,2
0.478,0.651,0.79,4
0.614,0.116,0.284,2
0.472,0.125,0.219,2
0.554,0.707,0.888,4
0.451,0.682,0.825,4
0.438,0.1,0.255,2
0.558,0.694,0.797,4
0.502,0.106,0.289,2
0.388,0.03,0.24,2
0.552,0.084,0.281,2
0.031,0.826,0.534,3
0.716,0.958,0.528,0
0.004,0.77,0.534,3
0.023,0.746,0.45,3
0.11,0.774,0.437,3
0.325,0.131,0.327,2
0.374,0.08,0.251,2
0.432,0.738,0.842,4
0.505,0.642,0.822,4
0.339,0.072,0.367,2
0.514,0.13,0.208,2
0.528,0.004,0.322,2
0.694,0.952,0.53,0
0.027,0.843,0.465,3
0.465,0.632,0.773,4
0.525,0.108,0.254,2
0.449,0.107,0.274,2
0.494,0.714,0.853,4
0.53,0.102,0.327,2
0.481,0.099,0.351,2
0.433,0.079,0.374,2
0.087,0.807,0.441,3
0.394,0.058,0.299,2
0.721,0.971,0.598,0
0.474,0.09,0.255,2
0.343,0.134,0.277,2
0.103,0.745,0.482,3
0.078,0.666,0.523,3
0.131,0.754,0.433,3
0.531,0.031,0.304,2
0.057,0.782,0.402,3
0.512,0.745,0.778,4
0.49,0.709,0.806,4
0.512,0.083,0.285,2
0.084,0.739,0.461,3
0.357,0.06,0.259,2
0.412,0.105,0.365,2
0.09,0.757,0.388,3
0.48,0.05,0.267,2
0.342,0.002,0.26,2
0.497,0.076,0.245,2
0.409,0.681,0.837,4
0.062,0.847,0.447,3
0.409,0.068,0.293,2
0.394,0.094,0.294,2
0.74,0.946,0.572,0
0.486,0.006,0.262,2
0.431,0.034,0.303,2
0.405,0.061,0.307,2
0.41,0.003,0.253,2
0.087,0.759,0.452,3
0.751,0.905,0.53,0
0.649,0.933,0.583,0
0.043,0.823,0.434,3
0.666,0.958,0.549,0
0.028,0.838,0.379,3
0.742,0.962,0.553,0
0.534,0.007,0.259,2
0.485,0.004,0.217,2
0.339,0.077,0.304,2
0.39,0.024,0.208,2
0.676,1.027,0.596,1
0.14,0.747,0.366,3
0.086,0.779,0.415,3
0.448,0.063,0.255,2
0.557,0.125,0.285,2
0.479,0.704,0.829,4
0.561,0.143,0.286,2
0.507,0.685,0.865,4
0.832,1.057,0.543,1
0.512,0.665,0.851,4
0.715,1.012,0.495,1
0.49,0.007,0.25,2
0.526,0.628,0.767,4
0.059,0.773,0.454,3
0.541,0.617,0.794,4
0.008,0.758,0.375,3
0.423,0.046,0.273,2
0.435,0.643,0.783,4
0.467,0.639,0.939,4
0.393,0.044,0.337,2
0.514,0.115,0.27,2
0.357,0.074,0.272,2
0.543,0.679,0.778,4
0.466,0.665,0.795,4
0.483,0.727,0.85,4
0.375,0.079,0.263,2
0.745,1.003,0.568,0
0.403,0.031,0.306,2
0.73,0.947,0.527,0
0.589,0.006,0.319,2
0.545,0.67,0.814,4
0.338,0.14,0.4,2
0.44,0.667,0.773,4
0.561,0.094,0.309,2
0.677,0.976,0.522,1
0.511,0.679,0.78,4
0.538,0.705,0.824,4
0.079,0.832,0.419,3
0.039,0.753,0.465,3
0.768,1.022,0.557,1
0.064,0.832,0.456,3
0.445,0.081,0.31,2
0.73,0.981,0.537,1
0.757,1.047,0.531,1
0.49,0.075,0.257,2
0.348,0.102,0.363,2
0.379,0.023,0.237,2
0.032,0.796,0.439,3
0.816,1.035,0.528,1
0.732,0.997,0.507,1
0.633,0.068,0.272,2
0.036,0.717,0.43,3
0.462,0.716,0.771,4
0.464,0.652,0.801,4
0.093,0.751,0.442,3
0.489,0.692,0.756,4
0.33,0.031,0.348,2
0.781,1.056,0.522,1
0.67,1.038,0.565,1
0.38,0.06,0.32,2
0.161,0.734,0.426,3
0.371,0.115,0.308,2
0.438,0.711,0.824,4
0.528,0.079,0.248,2
0.53,0.629,0.808,4
0.393,0.038,0.307,2
