x,y,z,cluster
0.49,0.073,0.23,0
0.088,0.788,0.388,1
0.366,0.078,0.27,2
0.708,0.967,0.567,4
0.568,0.102,0.186,0
0.484,0.695,0.7,3
0.407,0.044,0.292,2
0.727,0.965,0.525,4
0.452,0.674,0.85,3
0.112,0.767,0.354,1
0.048,0.769,0.455,1
0.135,0.724,0.428,1
0.686,0.886,0.498,4
0.402,0.103,0.29,2
0.472,0.71,0.856,3
0.36,0.11,0.288,2
0.469,0.112,0.218,0
0.041,0.764,0.421,1
0.428,0.722,0.787,3
0.373,0.075,0.375,2
0.042,0.818,0.519,1
0.466,0.65,0.796,3
0.726,0.925,0.554,4
0.435,0.055,0.31,2
0.377,0.017,0.335,2
0.393,0.13,0.232,2
0.708,0.956,0.562,4
0.108,0.768,0.43,1
0.324,0.106,0.349,2
0.655,0.943,0.546,4
0.5,0.697,0.879,3
0.611,0.948,0.457,4
0.573,0.022,0.249,0
0.499,0.67,0.747,3
0.769,0.97,0.507,4
0.369,0.157,0.27,2
0.492,0.664,0.814,3
0.509,0.648,0.814,3
0.747,0.982,0.501,4
0.026,0.815,0.431,1
0.505,0.627,0.803,3
0.774,0.96,0.49,4
0.525,0.687,0.835,3
0.446,0.069,0.28,0
0.584,0.092,0.251,0
0.478,0.646,0.811,3
0.495,0.101,0.335,0
0.546,0.08,0.249,0
0.372,0.041,0.275,2
0.476,0.67,0.824,3
0.529,0.144,0.301,0
0.729,1.038,0.487,4
0.509,0.694,0.769,3
0.406,0.019,0.281,2
0.31,0.078,0.331,2
0.108,0.678,0.436,1
0.026,0.78,0.434,1
0.486,0.649,0.792,3
0.123,0.76,0.432,1
0.039,0.748,0.438,1
0.37,0.063,0.302,2
0.314,0.1,0.305,2
0.734,1.065,0.541,4
0.73,1.012,0.469,4
0.103,0.812,0.486,1
0.506,0,0.254,0
0.511,0.636,0.795,3
0.505,0.056,0.279,0
0.112,0.751,0.399,1
0.757,0.973,0.563,4
0.47,0.649,0.8,3
0.668,0.986,0.554,4
0.579,0.697,0.833,3
0.699,1.013,0.501,4
0.474,0.692,0.801,3
0.484,0.662,0.767,3
0.7,0.983,0.557,4
0.06,0.71,0.481,1
0.509,0.018,0.263,0
0.822,0.997,0.519,4
0.548,0.062,0.274,0
0.454,0.036,0.304,0
0.535,0.619,0.874,3
0.71,1.005,0.525,4
0.771,0.982,0.528,4
0.029,0.75,0.472,1
0.684,1.003,0.534,4
0.464,0.057,0.196,0
0.376,0.022,0.277,2
0.479,0.048,0.31,0
0.147,0.784,0.376,1
0.44,0.66,0.826,3
0.394,0.046,0.264,2
0.412,0.041,0.288,2
0.53,0.666,0.828,3
0.561,0.029,0.348,0
0.537,0.641,0.815,3
0.541,0.079,0.237,0
0.466,0.725,0.868,3
0.351,0.024,0.253,2
0.49,0.697,0.85,3
0.08,0.784,0.494,1
0.34,0.008,0.312,2
0.289,0.075,0.359,2
0.781,1.057,0.494,4
0.05,0.76,0.431,1
0.463,0.081,0.21,0
0.454,0.669,0.797,3
0.422,0.712,0.782,3
0.766,1.002,0.517,4
0.101,0.758,0.459,1
0.388,0.044,0.203,2
0.539,0.093,0.28,0
0.097,0.79,0.416,1
0.796,0.942,0.525,4
0.534,0.691,0.779,3
0.519,0.691,0.792,3
0.406,0.052,0.232,2
0.435,0.7,0.801,3
0.151,0.745,0.478,1
0.521,0.676,0.771,3
0.096,0.793,0.537,1
0.508,0.074,0.216,0
0.702,0.943,0.519,4
0.401,0.082,0.234,2
0.735,0.965,0.492,4
0.437,0.639,0.752,3
0.417,0.073,0.249,2
0.47,0.689,0.775,3
0.438,0.636,0.793,3
0.471,0.09,0.316,0
0.531,0.067,0.267,0
0.458,0.047,0.253,0
0.438,0.05,0.211,0
0.082,0.752,0.384,1
0.471,0.033,0.351,0
0.489,0.086,0.225,0
0.706,1.005,0.462,4
0.078,0.778,0.419,1
0.373,0.037,0.309,2
0.485,0.099,0.192,0
0.383,0.091,0.305,2
0.496,0.709,0.852,3
0.447,0.662,0.811,3
0.374,0.046,0.277,2
0.102,0.772,0.413,1
0.446,0.02,0.317,2
0.396,0.028,0.278,2
0.535,0.656,0.808,3
0.346,0.119,0.283,2
0.085,0.832,0.394,1
0.534,0.075,0.244,0
0.502,0.678,0.821,3
0.096,0.714,0.452,1
0.746,0.969,0.489,4
0.128,0.681,0.457,1
0.143,0.732,0.428,1
0.512,0.667,0.812,3
0.035,0.767,0.426,1
0.058,0.751,0.422,1
0.504,0.647,0.799,3
0.734,0.978,0.529,4
0.542,0.054,0.232,0
0.391,0.082,0.265,2
0.745,0.954,0.59,4
0.327,0.001,0.298,2
0.353,0.089,0.263,2
0.47,0.616,0.863,3
0.698,0.928,0.537,4
0.133,0.794,0.476,1
0.548,0.619,0.825,3
0.49,0.035,0.279,0
0.359,0.064,0.291,2
0.478,0.078,0.273,0
0.309,0.077,0.323,2
0.404,0.023,0.291,2
0.741,0.952,0.514,4
0.039,0.819,0.505,1
0.508,0.048,0.266,0
0.391,0.048,0.228,2
0.547,0.103,0.228,0
0.78,0.952,0.489,4
0.055,0.686,0.412,1
0.517,0.774,0.801,3
0.566,0.118,0.35,0
0.736,0.917,0.548,4
0.52,0.071,0.255,0
0.546,0.046,0.276,0
0.531,0.015,0.242,0
0.387,0.067,0.353,2
0.739,0.952,0.555,4
0.737,0.957,0.63,4
0.484,0.715,0.858,3
0.1,0.695,0.374,1
0.05,0.85,0.442,1
0.572,0.095,0.321,0
0.417,0.079,0.251,2
0.483,0.733,0.811,3
0.455,0.054,0.337,0
0.725,0.99,0.586,4
0.051,0.767,0.47,1
0.476,0.668,0.798,3
0.49,0.092,0.303,0
0.044,0.763,0.519,1
0.723,0.874,0.563,4
0.559,0.002,0.277,0
0.706,1.015,0.559,4
0.732,1.016,0.537,4
0.378,0.052,0.269,2
0.728,0.906,0.504,4
0.664,0.945,0.576,4
0.51,0.028,0.247,0
0.46,0.735,0.796,3
0.439,0.661,0.819,3
0.487,0.71,0.789,3
0.082,0.785,0.477,1
0.488,0.647,0.84,3
0.539,0.059,0.286,0
0.534,0.112,0.273,0
0.691,0.906,0.457,4
0.452,0.031,0.346,2
0.705,0.934,0.471,4
0.562,0.036,0.233,0
0.104,0.786,0.379,1
0.436,0.693,0.815,3
0.542,0.73,0.827,3
0.108,0.803,0.319,1
0.548,0.684,0.798,3
0.505,0.16,0.316,0
0.449,0.639,0.804,3
0.037,0.774,0.348,1
0.371,0.132,0.244,2
0.404,0.058,0.31,2
0.053,0.739,0.485,1
0.357,0.009,0.291,2
0.419,0.717,0.783,3
0.421,0.714,0.843,3
0.701,1.018,0.5,4
0.375,0.038,0.279,2
0.467,0.009,0.255,0
0.497,0.717,0.82,3
0.127,0.835,0.483,1
0.427,0.087,0.23,2
0.058,0.805,0.512,1
0.447,0.077,0.299,0
0.755,1.004,0.589,4
0.432,0.708,0.777,3
0.682,0.918,0.537,4
0.109,0.743,0.468,1
0.773,0.931,0.56,4
0.527,0.65,0.801,3
0.533,0.647,0.771,3
0.4,0.101,0.298,2
0.517,0.704,0.778,3
0.388,0.059,0.325,2
0.082,0.704,0.381,1
0.398,0.017,0.289,2
0.094,0.786,0.433,1
0.513,0.669,0.817,3
0.531,0.079,0.295,0
0.734,0.986,0.546,4
0.761,1.003,0.546,4
0.113,0.809,0.423,1
0.088,0.727,0.402,1
0.082,0.817,0.405,1
0.101,0.793,0.46,1
0.406,0.148,0.216,2
0.711,0.993,0.542,4
0.108,0.875,0.486,1
0.739,0.915,0.468,4
0.526,0.091,0.338,0
0.001,0.776,0.366,1
0.316,0.011,0.289,2
0.529,0.658,0.804,3
0.739,0.934,0.592,4
0.334,0.084,0.288,2
0.574,0.566,0.826,3
0.461,0.621,0.817,3
0.314,0.1,0.284,2
0.65,0.922,0.511,4
0.354,0.039,0.287,2
0.326,0.064,0.284,2
0.033,0.732,0.397,1
0.496,0.154,0.248,0
0.535,0.068,0.301,0
0.77,0.998,0.515,4
0.733,0.944,0.574,4
0.758,1.021,0.574,4
0.555,0.7,0.794,3
0.045,0.809,0.458,1
0.569,0.027,0.27,0
0.545,0.686,0.805,3
0.107,0.716,0.493,1
0.495,0.74,0.805,3
0.724,0.953,0.559,4
0.504,0.665,0.823,3
0.116,0.764,0.446,1
0.667,0.928,0.503,4
0.774,1.058,0.552,4
0.468,0.655,0.828,3
0.471,0.127,0.29,0
0.393,0.017,0.313,2
0.37,0.103,0.281,2
0.733,0.896,0.527,4
0.762,0.971,0.512,4
0.562,0.096,0.244,0
0.54,0.056,0.254,0
0.441,0.753,0.749,3
0.563,0.022,0.254,0
0.062,0.748,0.457,1
0.053,0.818,0.371,1
0.082,0.775,0.472,1
0.037,0.732,0.425,1
0.697,0.966,0.53,4
0.373,0.028,0.247,2
0.007,0.772,0.348,1
0.373,0.108,0.243,2
0.164,0.73,0.443,1
0.368,0.073,0.158,2
0.691,1.024,0.514,4
0.512,0.018,0.308,0
0.502,0.662,0.756,3
0.551,0.065,0.289,0
0.483,0.653,0.814,3
0.5,0.049,0.283,0
0.541,0.649,0.872,3
0.105,0.794,0.417,1
0.088,0.762,0.524,1
0.701,1.005,0.498,4
0.771,0.893,0.521,4
0.478,0.66,0.794,3
0.561,0.643,0.757,3
0.48,0.112,0.281,0
0.06,0.797,0.473,1
0.49,0.718,0.851,3
0.352,0.02,0.271,2
0.392,0.074,0.288,2
0.123,0.775,0.39,1
0.489,0.707,0.768,3
0.455,0.064,0.319,0
0.766,0.923,0.538,4
0.067,0.757,0.447,1
0.773,1.023,0.546,4
0.47,0.647,0.73,3
0.493,0.684,0.835,3
0.509,0.683,0.839,3
0.533,0.103,0.225,0
0.082,0.798,0.491,1
0.377,0.007,0.234,2
0.77,0.99,0.582,4
0.518,0.684,0.773,3
0.486,0.062,0.263,0
0.535,0.781,0.859,3
0.505,0.061,0.308,0
0.107,0.908,0.424,1
0.493,0.667,0.689,3
0.08,0.833,0.465,1
0.582,0.644,0.734,3
0.721,0.976,0.517,4
0.333,0.129,0.228,2
0.496,0.073,0.304,0
0.077,0.725,0.445,1
0.362,0.065,0.346,2
0.676,1.015,0.584,4
0.381,0.024,0.319,2
0.492,0.071,0.278,0
0.486,0.722,0.787,3
0.45,0.65,0.759,3
0.436,0.049,0.302,2
0.406,0.083,0.278,2
0.65,0.973,0.541,4
0.058,0.841,0.359,1
0.786,0.979,0.445,4
0.488,0.799,0.805,3
0.504,0.651,0.815,3
0.508,0.026,0.311,0
0.396,0.106,0.282,2
0.041,0.727,0.48,1
0.312,0.013,0.245,2
0.523,0.071,0.262,0
0.522,0.053,0.329,0
0.531,0.058,0.201,0
0.098,0.802,0.395,1
0.497,0.087,0.249,0
0.464,0.716,0.797,3
0.093,0.745,0.392,1
0.388,0.142,0.289,2
0.814,0.983,0.558,4
0.448,0.68,0.744,3
0.038,0.794,0.463,1
0.498,0.626,0.745,3
0.435,0.059,0.352,2
0.513,0.069,0.358,0
0.758,0.951,0.51,4
0.151,0.818,0.463,1
0.134,0.842,0.495,1
0.068,0.806,0.471,1
0.05,0.766,0.45,1
0.543,0.053,0.348,0
0.522,0.65,0.818,3
0.503,0.079,0.263,0
0.356,0.08,0.321,2
0.677,1.058,0.547,4
0.473,0.754,0.762,3
0.4,0.061,0.31,2
0.536,0.539,0.845,3
0.73,0.913,0.534,4
0.508,0.667,0.766,3
0.08,0.758,0.459,1
0.08,0.781,0.403,1
0.342,0.152,0.305,2
0.73,0.986,0.521,4
0.532,0.072,0.315,0
0.139,0.798,0.467,1
0.05,0.754,0.475,1
0.45,0.007,0.294,0
0.685,0.961,0.539,4
0.473,0.76,0.787,3
0.739,1.069,0.474,4
0.498,0.109,0.298,0
0.483,0.61,0.789,3
0.383,0.036,0.344,2
0.096,0.708,0.44,1
0.678,0.938,0.656,4
0.081,0.768,0.359,1
0.578,0.698,0.819,3
0.042,0.746,0.391,1
0.715,0.98,0.56,4
0.765,0.999,0.529,4
0.369,0.07,0.289,2
0.105,0.836,0.432,1
0.086,0.826,0.373,1
0.5,0.744,0.751,3
0.373,0.042,0.299,2
0.412,0.084,0.234,2
0.574,0.627,0.86,3
0.089,0.773,0.421,1
0.053,0.804,0.407,1
0.504,0.074,0.265,0
0.558,0.086,0.179,0
0.444,0.69,0.791,3
0.073,0.824,0.381,1
0.408,0.097,0.335,2
0.405,0.088,0.306,2
0.517,0.717,0.896,3
0.479,0.708,0.852,3
0.428,0.73,0.883,3
0.558,0.064,0.306,0
0.743,0.936,0.557,4
0.516,0.067,0.239,0
0.689,0.95,0.509,4
0.471,0.067,0.249,0
0.092,0.795,0.481,1
0.39,0.12,0.391,2
0.755,0.893,0.586,4
0.735,1.058,0.555,4
0.455,0.674,0.79,3
0.033,0.74,0.406,1
0.102,0.74,0.452,1
0.115,0.822,0.463,1
0.437,0.627,0.869,3
0.09,0.822,0.422,1
0.07,0.776,0.492,1
0.723,0.939,0.553,4
0.485,0.05,0.263,0
0.349,0.122,0.254,2
0.525,0.097,0.305,0
0.671,0.993,0.504,4
0.408,0.116,0.359,2
0.349,0.03,0.279,2
0.537,0.676,0.893,3
0.726,0.964,0.536,4
0.578,0.075,0.293,0
0.345,0.032,0.187,2
0.105,0.808,0.476,1
0.551,0.68,0.764,3
0.549,0.092,0.382,0
0.111,0.806,0.506,1
0.464,0.695,0.8,3
0.524,0.651,0.824,3
0.403,0.089,0.251,2
0.753,0.96,0.602,4
0.071,0.781,0.524,1
0.088,0.806,0.416,1
0.506,0.706,0.749,3
0.347,0.085,0.292,2
0.531,0.667,0.767,3
0.739,1.03,0.513,4
0.097,0.715,0.443,1
0.732,1.077,0.534,4
0.669,0.923,0.567,4
0.02,0.787,0.486,1
0.448,0.092,0.353,2
0.671,1.043,0.506,4
0.509,0.055,0.271,0
0.465,0.087,0.231,0
0.475,0.081,0.275,0
0.115,0.805,0.417,1
0.757,0.986,0.523,4
0.49,0.618,0.779,3
0.557,0.725,0.811,3
0.534,0.092,0.316,0
0.479,0.623,0.788,3
0.111,0.778,0.458,1
0.382,0.036,0.303,2
0.493,0.119,0.2,0
0.5,0.097,0.27,0
0.499,0.037,0.338,0
0.465,0.103,0.318,0
0.456,0.668,0.815,3
0.543,0.137,0.269,0
0.398,0.054,0.302,2
0.762,0.956,0.554,4
0.561,0.711,0.774,3
0.786,0.924,0.578,4
0.478,0.709,0.855,3
0.716,0.929,0.542,4
0.751,1.023,0.542,4
0.514,0.697,0.804,3
0.058,0.733,0.451,1
0.743,0.932,0.517,4
0.484,0.065,0.194,0
0.427,0.073,0.293,2
0.477,0.632,0.831,3
0.452,0.707,0.756,3
0.539,0.668,0.788,3
0.535,0.682,0.749,3
0.535,0.644,0.794,3
0.112,0.794,0.443,1
0.359,0.102,0.226,2
0.328,0.088,0.269,2
0.417,0.741,0.777,3
0.471,0.054,0.279,0
0.359,0.057,0.324,2
0.522,0.7,0.748,3
0.508,0.032,0.293,0
0.08,0.836,0.453,1
0.106,0.729,0.394,1
0.47,0.044,0.263,0
0.519,0.705,0.796,3
0.505,0.031,0.21,0
0.493,0.673,0.808,3
0.653,0.95,0.588,4
0.506,0.719,0.776,3
0.485,0.095,0.244,0
0.729,0.979,0.533,4
0.746,1.001,0.507,4
0.476,0.082,0.312,0
0.562,0.072,0.228,0
0.446,0.012,0.332,2
0.037,0.786,0.415,1
0.347,0.035,0.263,2
0.733,1.003,0.543,4
0.518,0.099,0.286,0
0.45,0.609,0.718,3
0.511,0.078,0.211,0
0.466,0.098,0.247,0
0.047,0.767,0.409,1
0.507,0.727,0.81,3
0.483,0.07,0.297,0
0.728,0.985,0.581,4
0.051,0.779,0.4,1
0.508,0.704,0.836,3
0.729,1.018,0.552,4
0.079,0.782,0.473,1
0.474,0.668,0.759,3
0.467,0.647,0.804,3
0.517,0.134,0.305,0
0.027,0.782,0.449,1
0.766,0.872,0.563,4
0.475,0.672,0.814,3
0.115,0.769,0.487,1
0.379,0.064,0.257,2
0.403,0.021,0.356,2
0.738,0.988,0.565,4
0.759,0.919,0.521,4
0.688,1.019,0.543,4
0.686,1.078,0.515,4
0.513,0.712,0.826,3
0.043,0.841,0.424,1
0.497,0.74,0.831,3
0.495,0.662,0.788,3
0.473,0.672,0.782,3
0.092,0.823,0.473,1
0.109,0.745,0.487,1
0.579,0.028,0.275,0
0.416,0.042,0.289,2
0.463,0.626,0.77,3
0.457,0.653,0.781,3
0.523,0.053,0.259,0
0.063,0.798,0.406,1
0.385,0.083,0.242,2
0.086,0.817,0.47,1
0.523,0.104,0.302,0
0.46,0.074,0.228,0
0.749,0.983,0.531,4
0.023,0.72,0.478,1
0.74,0.943,0.581,4
0.703,0.939,0.556,4
0.042,0.738,0.453,1
0.521,0.732,0.832,3
0.433,0.088,0.37,2
0.068,0.713,0.491,1
0.497,0.682,0.83,3
0.413,0.121,0.281,2
0.349,0.102,0.244,2
0.42,0.136,0.238,2
0.73,0.912,0.542,4
0.396,0.096,0.277,2
0.108,0.824,0.412,1
0.028,0.842,0.349,1
0.379,0.026,0.333,2
0.42,0.01,0.316,2
0.046,0.77,0.481,1
0.727,1.014,0.55,4
0.096,0.836,0.44,1
0.493,0.658,0.859,3
0.37,0.023,0.223,2
0.354,0.043,0.261,2
0.395,0.079,0.285,2
0.464,0.035,0.287,0
0.782,0.926,0.568,4
0.496,0.136,0.334,0
0.498,0.056,0.291,0
0.734,0.998,0.54,4
0.121,0.717,0.399,1
0.42,0.018,0.39,2
0.475,0.68,0.781,3
0.065,0.813,0.475,1
0.358,0.072,0.29,2
0.064,0.764,0.411,1
0.731,0.991,0.47,4
0.546,0.132,0.324,0
0.043,0.795,0.44,1
0.551,0.15,0.284,0
0.501,0.707,0.801,3
0.463,0.657,0.845,3
0.505,0.675,0.78,3
0.451,0.615,0.808,3
0.596,0.068,0.179,0
0.668,0.946,0.507,4
0.031,0.812,0.454,1
0.089,0.722,0.449,1
0.714,0.972,0.602,4
0.593,0.025,0.224,0
0.499,0.065,0.299,0
0.44,0.651,0.788,3
0.043,0.829,0.416,1
0.469,0.698,0.811,3
0.748,1.013,0.515,4
0.074,0.866,0.386,1
0.7,0.896,0.483,4
0.108,0.85,0.435,1
0.168,0.764,0.39,1
0.112,0.76,0.376,1
0.604,0.072,0.217,0
0.499,0.012,0.298,0
0.362,0.051,0.253,2
0.319,0.072,0.3,2
0.086,0.799,0.43,1
0.464,0.748,0.762,3
0.37,0.117,0.314,2
0.118,0.804,0.51,1
0.482,0.038,0.345,0
0.691,1.017,0.506,4
0.341,0.1,0.28,2
0.47,0.165,0.26,0
0.426,0.06,0.291,2
0.086,0.759,0.489,1
0.478,0.623,0.81,3
0.471,0.678,0.801,3
0.802,1.01,0.629,4
0.325,0.062,0.206,2
0.588,0.016,0.277,0
0.733,0.945,0.528,4
0.089,0.715,0.427,1
0.72,0.996,0.529,4
0.465,0.696,0.766,3
0.381,0.057,0.21,2
0.085,0.806,0.409,1
0.525,0.123,0.249,0
0.537,0.038,0.243,0
0.492,0.06,0.219,0
0.338,0.09,0.234,2
0.697,0.955,0.559,4
0.407,0.059,0.261,2
0.068,0.732,0.425,1
0.523,0.653,0.856,3
0.56,0.066,0.233,0
0.542,0.061,0.253,0
0.498,0.665,0.898,3
0.459,0.636,0.792,3
0.488,0.009,0.231,0
0.461,0.046,0.28,0
0.403,0.066,0.237,2
0.745,0.942,0.5,4
0.41,0.105,0.234,2
0.519,0.09,0.21,0
0.001,0.794,0.427,1
0.703,0.99,0.601,4
0.68,0.981,0.527,4
0.825,0.931,0.535,4
0.446,0.729,0.834,3
0.066,0.772,0.458,1
0.655,1.042,0.498,4
0.691,0.953,0.555,4
0.314,0.011,0.234,2
0.699,1.038,0.612,4
0.006,0.793,0.429,1
0.523,0.069,0.339,0
0.703,0.974,0.546,4
0.377,0.092,0.371,2
0.503,0.075,0.258,0
0.732,0.95,0.605,4
0.412,0.103,0.286,2
0.16,0.759,0.45,1
0.725,0.99,0.607,4
0.494,0.621,0.811,3
0.487,0.688,0.843,3
0.46,0.049,0.242,0
0.81,0.977,0.516,4
0.494,0.073,0.284,0
0.015,0.801,0.455,1
0.054,0.852,0.395,1
0.413,0.039,0.322,2
0.326,0.137,0.335,2
0.745,0.969,0.511,4
0.473,0.076,0.337,0
0.533,0.639,0.883,3
0.717,1.015,0.582,4
0.501,0.714,0.809,3
0.427,0.05,0.251,2
0.332,0.074,0.331,2
0.451,0.084,0.281,0
0.01,0.754,0.371,1
0.493,0.044,0.297,0
0.53,0.687,0.833,3
0.46,0.02,0.314,0
0.634,1.008,0.542,4
0.516,0.684,0.867,3
0.679,0.961,0.532,4
0.692,0.99,0.56,4
0.793,1.004,0.566,4
0.694,1.038,0.526,4
0.092,0.664,0.371,1
0.513,0.625,0.824,3
0.124,0.773,0.439,1
0.663,0.93,0.499,4
0.418,0.063,0.231,2
0.463,0.043,0.274,0
0.374,0.147,0.27,2
0.765,0.995,0.5,4
0.53,0.127,0.306,0
0.095,0.743,0.544,1
0.448,0.067,0.204,0
0.1,0.808,0.419,1
0.395,0.031,0.262,2
0.469,0.628,0.83,3
0.683,0.973,0.546,4
0.056,0.788,0.424,1
0.468,0.621,0.833,3
0.031,0.769,0.448,1
0.486,0.626,0.877,3
0.725,0.943,0.554,4
0.694,0.999,0.56,4
0.523,0.114,0.29,0
0.525,0.08,0.3,0
0.505,0.124,0.22,0
0.508,0.104,0.319,0
0.558,0.066,0.258,0
0.748,0.914,0.589,4
0.134,0.81,0.436,1
0.362,0.097,0.32,2
0.378,0.022,0.298,2
0.735,1.026,0.558,4
0.131,0.81,0.469,1
0.475,0.083,0.3,0
0.133,0.811,0.409,1
0.547,0.699,0.768,3
0.131,0.77,0.463,1
0.066,0.796,0.48,1
0.373,0.05,0.246,2
0.44,0.011,0.262,2
0.745,0.979,0.559,4
0.298,0.06,0.266,2
0.763,0.937,0.623,4
0.547,0.189,0.268,0
0.529,0.12,0.301,0
0.559,0.085,0.32,0
0.432,0.739,0.822,3
0.364,0.094,0.296,2
0.485,0.082,0.341,0
0.36,0.087,0.213,2
0.574,0.676,0.813,3
0.496,0.604,0.85,3
0.526,0.082,0.229,0
0.07,0.804,0.463,1
0.044,0.761,0.438,1
0.508,0.059,0.251,0
0.721,0.908,0.481,4
0.683,0.94,0.542,4
0.533,0.049,0.26,0
0.422,0.086,0.355,2
0.041,0.706,0.452,1
0.457,0.696,0.777,3
0.709,0.94,0.639,4
0.447,0.713,0.82,3
0.087,0.751,0.492,1
0.488,0.654,0.818,3
0.752,0.998,0.552,4
0.505,0.067,0.229,0
0.732,0.977,0.581,4
0.473,0.691,0.746,3
0.462,0.116,0.295,0
0.389,0.096,0.288,2
0.465,0.725,0.779,3
0.063,0.809,0.425,1
0.471,0.074,0.238,0
0.095,0.766,0.412,1
0.338,0.061,0.249,2
0.052,0.728,0.441,1
0.762,0.94,0.628,4
0.732,0.903,0.46,4
0.514,0.079,0.312,0
0.436,0.623,0.851,3
0.748,0.994,0.484,4
0.343,0.018,0.282,2
0.53,0.017,0.22,0
0.471,0.653,0.828,3
0.421,0.127,0.299,2
0.425,0.025,0.34,2
0.375,0.083,0.329,2
0.108,0.796,0.378,1
0.632,1.004,0.471,4
0.759,0.966,0.548,4
0.65,0.992,0.462,4
0.528,0.714,0.828,3
0.053,0.821,0.423,1
0.341,0.017,0.296,2
0.059,0.754,0.43,1
0.482,0.693,0.781,3
0.309,0.098,0.257,2
0.471,0.142,0.242,0
0.713,0.987,0.539,4
0.743,0.976,0.583,4
0.481,0.08,0.278,0
0.479,0.673,0.82,3
0.789,0.968,0.572,4
0.479,0.062,0.273,0
0.439,0.082,0.322,2
0.553,0.066,0.227,0
0.037,0.777,0.455,1
0.385,0.029,0.302,2
0.787,0.994,0.507,4
0.454,0.026,0.314,0
0.023,0.796,0.476,1
0.685,1.049,0.609,4
0.582,0.691,0.8,3
0.73,0.978,0.531,4
0.575,0.019,0.235,0
0.327,0.093,0.341,2
0.481,0.638,0.812,3
0.489,0.692,0.881,3
0.44,0.008,0.318,2
0.066,0.715,0.437,1
0.496,0.692,0.786,3
0.706,0.983,0.559,4
0.406,0.032,0.224,2
0.173,0.771,0.437,1
0.475,0.776,0.793,3
0.502,0.097,0.285,0
0.361,0.042,0.325,2
0.445,0.692,0.773,3
0.064,0.794,0.467,1
0.451,0.739,0.816,3
0.55,0.661,0.81,3
0.499,0.631,0.837,3
0.548,0.121,0.283,0
0.547,0.076,0.232,0
0.505,0.04,0.269,0
0.827,0.984,0.535,4
0.54,0.086,0.319,0
0.547,0.608,0.829,3
0.028,0.775,0.463,1
0.084,0.806,0.407,1
0.67,0.971,0.528,4
0.363,0.082,0.348,2
0.338,0.097,0.282,2
0.512,0.042,0.302,0
0.369,0.149,0.275,2
0.409,0.078,0.198,2
0.823,0.967,0.559,4
0.061,0.795,0.395,1
0.392,0.051,0.206,2
0.074,0.779,0.451,1
0.369,0.091,0.323,2
0.766,0.97,0.542,4
0.539,0.025,0.246,0
0.08,0.803,0.441,1
0.658,1.003,0.553,4
0.821,0.927,0.507,4
0.5,0.653,0.839,3
0.541,0.041,0.292,0
0.588,0.132,0.247,0
0.707,0.969,0.536,4
0.505,0.679,0.825,3
0.642,1.023,0.569,4
0.689,0.979,0.559,4
0.057,0.852,0.449,1
0.712,0.961,0.573,4
0.435,0.083,0.319,2
0.113,0.747,0.38,1
0.344,0.101,0.27,2
0.514,0.701,0.811,3
0.509,0.102,0.207,0
0.098,0.805,0.423,1
0.717,0.969,0.573,4
0.069,0.785,0.381,1
0.451,0.056,0.214,0
0.557,0.12,0.314,0
0.418,0.116,0.296,2
0.53,0.652,0.724,3
0.783,1.027,0.63,4
0.543,0.041,0.291,0
0.393,0.064,0.315,2
0.573,0.083,0.222,0
0.384,0.005,0.233,2
0.697,0.945,0.479,4
0.493,0.687,0.773,3
0.394,0.055,0.344,2
0.469,0.562,0.756,3
0.457,0.103,0.296,0
0.401,0.064,0.296,2
0.321,0.022,0.264,2
0.393,0.696,0.849,3
0.035,0.774,0.371,1
0.581,0.686,0.776,3
0.52,0.098,0.226,0
0.405,0.102,0.274,2
0.475,0.622,0.778,3
0.71,1.031,0.518,4
0.81,1.041,0.543,4
0.407,0.68,0.74,3
0.716,0.958,0.607,4
0.484,0.744,0.864,3
0.477,0.648,0.722,3
0.041,0.831,0.45,1
0.511,0.681,0.792,3
0.543,0.008,0.336,0
0.603,0.737,0.77,3
0.103,0.835,0.415,1
0.66,0.946,0.544,4
0.462,0.664,0.774,3
0.509,0.638,0.8,3
0.596,0.715,0.81,3
0.036,0.786,0.426,1
0.665,0.946,0.502,4
0.03,0.839,0.427,1
0.481,0.712,0.76,3
0.398,0.051,0.303,2
0.484,0.68,0.845,3
0.504,0.738,0.87,3
0.01,0.873,0.415,1
0.087,0.718,0.446,1
0.74,0.936,0.584,4
0.651,0.996,0.577,4
0.801,0.943,0.522,4
0.472,0.653,0.754,3
0.509,0.682,0.788,3
0.377,0.095,0.327,2
0.479,0.085,0.27,0
0.1,0.816,0.359,1
0.397,0.036,0.238,2
0.098,0.715,0.452,1
0.386,0.08,0.266,2
0.489,0.694,0.849,3
0.458,0.05,0.21,0
0.748,0.944,0.562,4
0.482,0.042,0.289,0
0.691,0.913,0.499,4
0.499,0.693,0.796,3
0.374,0.076,0.264,2
0.744,1.03,0.568,4
0.725,1.012,0.456,4
0.498,0.632,0.748,3
0.493,0.712,0.89,3
0.066,0.801,0.421,1
0.526,0.706,0.776,3
0.079,0.848,0.468,1
0.776,0.994,0.453,4
0.558,0.108,0.239,0
0.448,0.603,0.787,3
0.062,0.772,0.461,1
0.008,0.746,0.398,1
0.063,0.734,0.447,1
0.492,0.699,0.779,3
0.763,0.92,0.558,4
0.016,0.782,0.462,1
0.084,0.846,0.502,1
